LocalTime,Symbol,EventType,Side,FillSize,FillPrice,FillExchange,SymbolBought,SymbolSold,SymbolPosition,SymbolNotional,ExchangeBought,ExchangeSold,TotalBought,TotalSold,TotalBoughtNotional,TotalSoldNotional
11:12:34.000,S,TRADE,b,7112,2.17,NASDAQ,199137,42672,156465,15433.04,926128,1146578,1548227,1278351,15433.04,15504.16
11:13:29.000,S,TRADE,b,7112,2.17,NASDAQ,206249,42672,163577,15433.04,933240,1146578,1555339,1278351,15433.04,15504.16
11:14:22.000,S,TRADE,b,49786,2.17,NASDAQ,256035,42672,213363,108035.62,983026,1146578,1605125,1278351,108035.62,15504.16
11:14:28.000,S,TRADE,s,7112,2.18,NASDAQ,256035,49784,206251,15504.16,983026,1153690,1605125,1285463,108035.62,15504.16
11:14:58.000,S,TRADE,s,7112,2.18,NASDAQ,256035,56896,199139,15504.16,983026,1160802,1605125,1292575,108035.62,15504.16
11:15:18.000,S,TRADE,s,7112,2.18,NASDAQ,256035,64008,192027,15504.16,983026,1167914,1605125,1299687,108035.62,15504.16
11:15:30.000,S,TRADE,s,14224,2.18,NASDAQ,256035,78232,177803,31008.32,983026,1182138,1605125,1313911,108035.62,31008.32
11:15:48.000,S,TRADE,s,7112,2.18,NASDAQ,256035,85344,170691,15504.16,983026,1189250,1605125,1321023,108035.62,15504.16
11:16:17.000,S,TRADE,s,7112,2.18,NASDAQ,256035,92456,163579,15504.16,983026,1196362,1605125,1328135,108035.62,15504.16
11:16:55.000,S,TRADE,s,7112,2.18,NASDAQ,256035,99568,156467,15504.16,983026,1203474,1605125,1335247,108035.62,15504.16
11:17:00.000,S,TRADE,s,7112,2.18,NASDAQ,256035,106680,149355,15504.16,983026,1210586,1605125,1342359,108035.62,15504.16
11:17:33.000,S,TRADE,b,7112,2.17,NASDAQ,263147,106680,156467,15433.04,990138,1210586,1612237,1342359,15433.04,15504.16
11:17:42.000,S,TRADE,s,7112,2.18,NASDAQ,263147,113792,149355,15504.16,990138,1217698,1612237,1349471,15433.04,15504.16
11:18:24.000,S,TRADE,s,14224,2.18,NASDAQ,263147,128016,135131,31008.32,990138,1231922,1612237,1363695,15433.04,31008.32
11:19:24.000,S,TRADE,s,35561,2.18,NASDAQ,263147,163577,99570,77522.98,990138,1267483,1612237,1399256,15433.04,77522.98
11:20:16.000,S,TRADE,s,49786,2.18,NASDAQ,263147,213363,49784,108533.48,990138,1317269,1612237,1449042,15433.04,108533.48
11:21:08.000,S,TRADE,s,7112,2.18,NASDAQ,263147,220475,42672,15504.16,990138,1324381,1612237,1456154,15433.04,15504.16
11:21:32.000,S,TRADE,s,7112,2.18,NASDAQ,263147,227587,35560,15504.16,990138,1331493,1612237,1463266,15433.04,15504.16
11:22:10.000,S,TRADE,s,7112,2.18,NASDAQ,263147,234699,28448,15504.16,990138,1338605,1612237,1470378,15433.04,15504.16
11:22:38.000,S,TRADE,s,7112,2.18,NASDAQ,263147,241811,21336,15504.16,990138,1345717,1612237,1477490,15433.04,15504.16
11:23:33.000,S,TRADE,s,7112,2.18,NASDAQ,263147,248923,14224,15504.16,990138,1352829,1612237,1484602,15433.04,15504.16
11:24:15.000,S,TRADE,s,7112,2.18,NASDAQ,263147,256035,7112,15504.16,990138,1359941,1612237,1491714,15433.04,15504.16
11:24:36.000,S,TRADE,s,7112,2.18,NASDAQ,263147,263147,0,15504.16,990138,1367053,1612237,1498826,15433.04,15504.16
11:24:59.000,BO,TRADE,b,7112,12.51,NASDAQ,7112,0,7112,88971.12,997250,1367053,1619349,1498826,88971.12,15504.16
11:25:15.000,BO,TRADE,t,7112,12.51,NASDAQ,7112,7112,0,88971.12,997250,1374165,1619349,1505938,88971.12,88971.12
11:25:52.000,BO,TRADE,b,7112,12.51,NASDAQ,14224,7112,7112,88971.12,1004362,1374165,1626461,1505938,88971.12,88971.12
11:26:19.000,BO,TRADE,t,7112,12.51,NASDAQ,14224,14224,0,88971.12,1004362,1381277,1626461,1513050,88971.12,88971.12
11:27:09.000,BO,TRADE,b,7112,12.50,NASDAQ,21336,14224,7112,88900.0,1011474,1381277,1633573,1513050,88900.0,88971.12
11:27:23.000,BO,TRADE,t,7112,12.51,NASDAQ,21336,21336,0,88971.12,1011474,1388389,1633573,1520162,88900.0,88971.12
11:28:02.000,BO,TRADE,b,7112,12.50,NASDAQ,28448,21336,7112,88900.0,1018586,1388389,1640685,1520162,88900.0,88971.12
11:28:35.000,BO,TRADE,t,7112,12.51,NASDAQ,28448,28448,0,88971.12,1018586,1395501,1640685,1527274,88900.0,88971.12
11:29:26.000,BO,TRADE,t,7112,12.50,NASDAQ,28448,35560,-7112,88900.0,1018586,1402613,1640685,1534386,88900.0,88900.0
11:30:06.000,BO,TRADE,t,7112,12.50,NYSE,28448,42672,-14224,88900.0,622099,138885,1640685,1541498,88900.0,88900.0
11:31:00.000,BO,TRADE,b,7112,12.50,NASDAQ,35560,42672,-7112,88900.0,1025698,1402613,1647797,1541498,88900.0,88900.0
11:31:11.000,BO,TRADE,b,7112,12.50,NASDAQ,42672,42672,0,88900.0,1032810,1402613,1654909,1541498,88900.0,88900.0
11:31:25.000,LMA,TRADE,b,7112,10.03,NYSE,714770,707658,7112,71333.36,629211,138885,1662021,1541498,71333.36,88900.0
11:31:53.000,LMA,TRADE,t,7112,10.03,NASDAQ,714770,714770,0,71333.36,1032810,1409725,1662021,1548610,71333.36,71333.36
11:32:44.000,LMA,TRADE,b,7112,6.34,NASDAQ,721882,714770,7112,45090.08,1039922,1409725,1669133,1548610,45090.08,71333.36
11:32:49.000,LMA,TRADE,t,7112,6.34,NASDAQ,721882,721882,0,45090.08,1039922,1416837,1669133,1555722,45090.08,45090.08
11:33:23.000,LMA,TRADE,b,14224,6.34,NASDAQ,736106,721882,14224,90180.16,1054146,1416837,1683357,1555722,90180.16,45090.08
11:33:53.000,LMA,TRADE,t,7112,6.34,NASDAQ,736106,728994,7112,45090.08,1054146,1423949,1683357,1562834,90180.16,45090.08
11:34:38.000,LMA,TRADE,t,7112,6.34,NASDAQ,736106,736106,0,45090.08,1054146,1431061,1683357,1569946,90180.16,45090.08
11:34:43.000,LMA,TRADE,b,7112,6.34,NASDAQ,743218,736106,7112,45090.08,1061258,1431061,1690469,1569946,45090.08,45090.08
11:34:55.000,LMA,TRADE,t,7112,6.34,NASDAQ,743218,743218,0,45090.08,1061258,1438173,1690469,1577058,45090.08,45090.08
11:35:28.000,LMA,TRADE,b,7112,2.66,NYSE,750330,743218,7112,18917.92,636323,138885,1697581,1577058,18917.92,45090.08
11:35:30.000,LMA,TRADE,b,42673,2.66,NYSE,793003,743218,49785,113510.18,678996,138885,1740254,1577058,113510.18,45090.08
11:35:57.000,LMA,TRADE,b,7112,2.65,NASDAQ,800115,743218,56897,18846.8,1068370,1438173,1747366,1577058,18846.8,45090.08
11:36:38.000,LMA,TRADE,b,7112,2.66,NASDAQ,807227,743218,64009,18917.92,1075482,1438173,1754478,1577058,18917.92,45090.08
11:36:52.000,LMA,TRADE,b,7112,2.66,NASDAQ,814339,743218,71121,18917.92,1082594,1438173,1761590,1577058,18917.92,45090.08
11:37:07.000,LMA,TRADE,b,7112,2.66,NASDAQ,821451,743218,78233,18917.92,1089706,1438173,1768702,1577058,18917.92,45090.08
11:37:37.000,LMA,TRADE,b,7112,2.66,NASDAQ,828563,743218,85345,18917.92,1096818,1438173,1775814,1577058,18917.92,45090.08
11:37:38.000,LMA,TRADE,b,7112,2.66,NASDAQ,835675,743218,92457,18917.92,1103930,1438173,1782926,1577058,18917.92,45090.08
11:37:46.000,LMA,TRADE,t,7112,2.66,NASDAQ,835675,750330,85345,18917.92,1103930,1445285,1782926,1584170,18917.92,18917.92
11:37:53.000,LMA,TRADE,t,7112,2.66,NASDAQ,835675,757442,78233,18917.92,1103930,1452397,1782926,1591282,18917.92,18917.92
11:38:30.000,LMA,TRADE,t,42673,2.66,NASDAQ,835675,800115,35560,113510.18,1103930,1495070,1782926,1633955,18917.92,113510.18
11:38:48.000,LMA,TRADE,t,7112,2.66,NASDAQ,835675,807227,28448,18917.92,1103930,1502182,1782926,1641067,18917.92,18917.92
11:39:46.000,LMA,TRADE,t,7112,2.66,NASDAQ,835675,814339,21336,18917.92,1103930,1509294,1782926,1648179,18917.92,18917.92
11:40:24.000,LMA,TRADE,t,7112,2.66,NASDAQ,835675,821451,14224,18917.92,1103930,1516406,1782926,1655291,18917.92,18917.92
11:40:26.000,LMA,TRADE,t,5760,2.66,NASDAQ,835675,827211,8464,15321.6,1103930,1522166,1782926,1661051,18917.92,15321.6
11:41:18.000,LMA,TRADE,t,1351,2.66,NASDAQ,835675,828562,7113,3593.66,1103930,1523517,1782926,1662402,18917.92,3593.66
11:41:30.000,LMA,TRADE,t,5760,2.66,NASDAQ,835675,834322,1353,15321.6,1103930,1529277,1782926,1668162,18917.92,15321.6
11:41:36.000,LMA,TRADE,t,1351,2.66,NASDAQ,835675,835673,2,3593.66,1103930,1530628,1782926,1669513,18917.92,3593.66
11:42:19.000,LMA,TRADE,t,7112,5.64,NYSE,835675,842785,-7110,40111.68,678996,145997,1782926,1676625,18917.92,40111.68
11:42:40.000,LMA,TRADE,t,7112,5.64,NASDAQ,835675,849897,-14222,40111.68,1103930,1537740,1782926,1683737,18917.92,40111.68
11:43:22.000,LMA,TRADE,t,7112,5.64,NYSE,835675,857009,-21334,40111.68,678996,153109,1782926,1690849,18917.92,40111.68
11:43:52.000,LMA,TRADE,b,7112,5.64,NASDAQ,842787,857009,-14222,40111.68,1111042,1537740,1790038,1690849,40111.68,40111.68
11:44:29.000,LMA,TRADE,b,7112,5.64,NASDAQ,849899,857009,-7110,40111.68,1118154,1537740,1797150,1690849,40111.68,40111.68
11:44:52.000,LMA,TRADE,b,7112,5.64,NASDAQ,857011,857009,2,40111.68,1125266,1537740,1804262,1690849,40111.68,40111.68
11:45:03.000,BO,TRADE,t,7112,12.47,NYSE,42672,49784,-7112,88686.64,678996,160221,1804262,1697961,40111.68,88686.64
11:45:22.000,BO,TRADE,t,7112,12.46,NYSE,42672,56896,-14224,88615.52,678996,167333,1804262,1705073,40111.68,88615.52
11:46:22.000,BO,TRADE,t,7112,12.46,NYSE,42672,64008,-21336,88615.52,678996,174445,1804262,1712185,40111.68,88615.52
11:46:28.000,BO,TRADE,t,14224,12.47,NASDAQ,42672,78232,-35560,177373.28,1125266,1551964,1804262,1726409,40111.68,177373.28
11:47:26.000,BO,TRADE,t,7112,12.47,NASDAQ,42672,85344,-42672,88686.64,1125266,1559076,1804262,1733521,40111.68,88686.64
11:47:45.000,BO,TRADE,t,14224,12.47,NYSE,42672,99568,-56896,177373.28,678996,188669,1804262,1747745,40111.68,177373.28
11:48:20.000,BO,TRADE,t,7112,12.47,NYSE,42672,106680,-64008,88686.64,678996,195781,1804262,1754857,40111.68,88686.64
11:48:51.000,BO,TRADE,t,14224,12.47,NASDAQ,42672,120904,-78232,177373.28,1125266,1573300,1804262,1769081,40111.68,177373.28
11:49:07.000,BO,TRADE,t,7112,12.47,NYSE,42672,128016,-85344,88686.64,678996,202893,1804262,1776193,40111.68,88686.64
11:49:10.000,BO,TRADE,t,14224,12.46,NASDAQ,42672,142240,-99568,177231.04,1125266,1587524,1804262,1790417,40111.68,177231.04
11:49:36.000,BO,TRADE,t,7112,12.46,NASDAQ,42672,149352,-106680,88615.52,1125266,1594636,1804262,1797529,40111.68,88615.52
11:49:43.000,BO,TRADE,t,14224,12.47,NASDAQ,42672,163576,-120904,177373.28,1125266,1608860,1804262,1811753,40111.68,177373.28
11:50:23.000,BO,TRADE,t,7112,12.47,NASDAQ,42672,170688,-128016,88686.64,1125266,1615972,1804262,1818865,40111.68,88686.64
11:50:49.000,BO,TRADE,b,7112,12.45,NASDAQ,49784,170688,-120904,88544.4,1132378,1615972,1811374,1818865,88544.4,88686.64
11:51:26.000,BO,TRADE,b,7112,12.45,NASDAQ,56896,170688,-113792,88544.4,1139490,1615972,1818486,1818865,88544.4,88686.64
11:52:09.000,BO,TRADE,b,7112,12.45,NASDAQ,64008,170688,-106680,88544.4,1146602,1615972,1825598,1818865,88544.4,88686.64
11:52:18.000,BO,TRADE,b,7112,12.45,NASDAQ,71120,170688,-99568,88544.4,1153714,1615972,1832710,1818865,88544.4,88686.64
11:52:55.000,BO,TRADE,b,4267,12.45,NASDAQ,75387,170688,-95301,53124.15,1157981,1615972,1836977,1818865,53124.15,88686.64
11:53:33.000,BO,TRADE,b,2844,12.45,NASDAQ,78231,170688,-92457,35407.8,1160825,1615972,1839821,1818865,35407.8,88686.64
11:53:59.000,BO,TRADE,b,4267,12.45,NASDAQ,82498,170688,-88190,53124.15,1165092,1615972,1844088,1818865,53124.15,88686.64
11:54:08.000,BO,TRADE,b,2844,12.45,NASDAQ,85342,170688,-85346,35407.8,1167936,1615972,1846932,1818865,35407.8,88686.64
11:54:34.000,BO,TRADE,b,3556,12.45,NASDAQ,88898,170688,-81790,44272.2,1171492,1615972,1850488,1818865,44272.2,88686.64
11:55:03.000,BO,TRADE,b,14224,12.47,NASDAQ,103122,170688,-67566,177373.28,1185716,1615972,1864712,1818865,177373.28,88686.64
11:55:52.000,BO,TRADE,b,21336,12.47,NASDAQ,124458,170688,-46230,266059.92,1207052,1615972,1886048,1818865,266059.92,88686.64
11:55:56.000,BO,TRADE,b,17780,12.48,NASDAQ,142238,170688,-28450,221894.4,1224832,1615972,1903828,1818865,221894.4,88686.64
11:56:37.000,BO,TRADE,b,7112,12.48,NASDAQ,149350,170688,-21338,88757.76,1231944,1615972,1910940,1818865,88757.76,88686.64
11:57:11.000,BO,TRADE,b,21336,12.47,NASDAQ,170686,170688,-2,266059.92,1253280,1615972,1932276,1818865,266059.92,88686.64
11:57:38.000,BO,TRADE,b,21336,12.47,NASDAQ,192022,170688,21334,266059.92,1274616,1615972,1953612,1818865,266059.92,88686.64
11:58:14.000,BO,TRADE,b,49786,12.47,NYSE,241808,170688,71120,620831.42,728782,202893,2003398,1818865,620831.42,88686.64
11:58:26.000,BO,TRADE,b,21336,12.47,NYSE,263144,170688,92456,266059.92,750118,202893,2024734,1818865,266059.92,88686.64
11:59:19.000,BO,TRADE,b,14224,12.47,NYSE,277368,170688,106680,177373.28,764342,202893,2038958,1818865,177373.28,88686.64
12:00:04.000,BO,TRADE,b,78235,12.47,NYSE,355603,170688,184915,975590.45,842577,202893,2117193,1818865,975590.45,88686.64
12:00:47.000,BO,TRADE,t,7112,12.47,NASDAQ,355603,177800,177803,88686.64,1274616,1623084,2117193,1825977,975590.45,88686.64
12:01:04.000,BO,TRADE,b,149358,12.47,NASDAQ,504961,177800,327161,1862494.26,1423974,1623084,2266551,1825977,1862494.26,88686.64
12:01:16.000,BO,TRADE,t,14224,12.47,NASDAQ,504961,192024,312937,177373.28,1423974,1637308,2266551,1840201,1862494.26,177373.28
12:01:56.000,BO,TRADE,t,7112,12.47,NASDAQ,504961,199136,305825,88686.64,1423974,1644420,2266551,1847313,1862494.26,88686.64
12:02:54.000,BO,TRADE,t,7112,12.47,NASDAQ,504961,206248,298713,88686.64,1423974,1651532,2266551,1854425,1862494.26,88686.64
12:03:49.000,BO,TRADE,t,14224,12.47,NASDAQ,504961,220472,284489,177373.28,1423974,1665756,2266551,1868649,1862494.26,177373.28
12:04:23.000,BO,TRADE,t,7112,12.47,NASDAQ,504961,227584,277377,88686.64,1423974,1672868,2266551,1875761,1862494.26,88686.64
12:05:18.000,BO,TRADE,t,14224,12.47,NASDAQ,504961,241808,263153,177373.28,1423974,1687092,2266551,1889985,1862494.26,177373.28
12:06:12.000,BO,TRADE,t,21336,12.47,NASDAQ,504961,263144,241817,266059.92,1423974,1708428,2266551,1911321,1862494.26,266059.92
12:06:17.000,BO,TRADE,t,7112,12.47,NASDAQ,504961,270256,234705,88686.64,1423974,1715540,2266551,1918433,1862494.26,88686.64
12:06:59.000,BO,TRADE,t,7112,12.47,NASDAQ,504961,277368,227593,88686.64,1423974,1722652,2266551,1925545,1862494.26,88686.64
12:07:39.000,BO,TRADE,t,21336,12.47,NASDAQ,504961,298704,206257,266059.92,1423974,1743988,2266551,1946881,1862494.26,266059.92
12:08:35.000,BO,TRADE,t,28449,12.47,NASDAQ,504961,327153,177808,354759.03,1423974,1772437,2266551,1975330,1862494.26,354759.03
12:08:54.000,BO,TRADE,t,7112,12.47,NASDAQ,504961,334265,170696,88686.64,1423974,1779549,2266551,1982442,1862494.26,88686.64
12:09:26.000,BO,TRADE,t,14224,12.47,NASDAQ,504961,348489,156472,177373.28,1423974,1793773,2266551,1996666,1862494.26,177373.28
12:10:24.000,BO,TRADE,t,56898,12.47,NASDAQ,504961,405387,99574,709518.06,1423974,1850671,2266551,2053564,1862494.26,709518.06
12:10:46.000,BO,TRADE,b,7112,12.47,NASDAQ,512073,405387,106686,88686.64,1431086,1850671,2273663,2053564,88686.64,709518.06
12:10:52.000,BO,TRADE,b,7112,12.47,NASDAQ,519185,405387,113798,88686.64,1438198,1850671,2280775,2053564,88686.64,709518.06
12:10:54.000,BO,TRADE,t,7112,12.47,NASDAQ,519185,412499,106686,88686.64,1438198,1857783,2280775,2060676,88686.64,88686.64
12:11:26.000,BO,TRADE,t,7112,12.47,NASDAQ,519185,419611,99574,88686.64,1438198,1864895,2280775,2067788,88686.64,88686.64
12:11:49.000,BO,TRADE,t,7112,12.47,NASDAQ,519185,426723,92462,88686.64,1438198,1872007,2280775,2074900,88686.64,88686.64
12:12:11.000,BO,TRADE,t,7112,12.47,NASDAQ,519185,433835,85350,88686.64,1438198,1879119,2280775,2082012,88686.64,88686.64
12:12:36.000,BO,TRADE,t,7112,12.47,NASDAQ,519185,440947,78238,88686.64,1438198,1886231,2280775,2089124,88686.64,88686.64
12:13:31.000,BO,TRADE,t,7112,12.47,NASDAQ,519185,448059,71126,88686.64,1438198,1893343,2280775,2096236,88686.64,88686.64
12:13:49.000,BO,TRADE,t,7112,12.47,NASDAQ,519185,455171,64014,88686.64,1438198,1900455,2280775,2103348,88686.64,88686.64
12:14:13.000,DEQ,TRADE,t,7112,16.49,NYSE,0,7112,-7112,117276.88,842577,210005,2280775,2110460,88686.64,117276.88
12:15:05.000,DEQ,TRADE,b,7112,16.49,NASDAQ,7112,7112,0,117276.88,1445310,1900455,2287887,2110460,117276.88,117276.88
12:15:50.000,DEQ,TRADE,t,7112,16.49,NASDAQ,7112,14224,-7112,117276.88,1445310,1907567,2287887,2117572,117276.88,117276.88
12:16:32.000,DEQ,TRADE,b,7112,16.49,NASDAQ,14224,14224,0,117276.88,1452422,1907567,2294999,2117572,117276.88,117276.88
12:16:45.000,BO,TRADE,s,711,12.47,NASDAQ,519185,455882,63303,8866.17,1452422,1908278,2294999,2118283,117276.88,8866.17
12:17:23.000,BO,TRADE,t,711,12.47,NASDAQ,519185,456593,62592,8866.17,1452422,1908989,2294999,2118994,117276.88,8866.17
12:17:48.000,BO,TRADE,s,9388,12.47,NASDAQ,519185,465981,53204,117068.36,1452422,1918377,2294999,2128382,117276.88,117068.36
12:18:46.000,BO,TRADE,s,9814,12.47,NYSE,519185,475795,43390,122380.58,842577,219819,2294999,2138196,117276.88,122380.58
12:19:31.000,BO,TRADE,t,14224,12.47,NASDAQ,519185,490019,29166,177373.28,1452422,1932601,2294999,2152420,117276.88,177373.28
12:19:48.000,BO,TRADE,s,4196,12.47,NYSE,519185,494215,24970,52324.12,842577,224015,2294999,2156616,117276.88,52324.12
12:20:03.000,BO,TRADE,s,7325,12.47,NYSE,519185,501540,17645,91342.75,842577,231340,2294999,2163941,117276.88,91342.75
12:21:02.000,BO,TRADE,s,7112,12.47,NYSE,519185,508652,10533,88686.64,842577,238452,2294999,2171053,117276.88,88686.64
12:21:15.000,BO,TRADE,t,4125,12.47,NASDAQ,519185,512777,6408,51438.75,1452422,1936726,2294999,2175178,117276.88,51438.75
12:21:31.000,BO,TRADE,t,2275,12.47,NASDAQ,519185,515052,4133,28369.25,1452422,1939001,2294999,2177453,117276.88,28369.25
12:22:26.000,BO,TRADE,t,4125,12.47,NYSE,519185,519177,8,51438.75,842577,242577,2294999,2181578,117276.88,51438.75
12:23:22.000,BO,TRADE,t,7112,12.47,NYSE,519185,526289,-7104,88686.64,842577,249689,2294999,2188690,117276.88,88686.64
12:23:32.000,BO,TRADE,b,7112,12.46,NASDAQ,526297,526289,8,88615.52,1459534,1939001,2302111,2188690,88615.52,88686.64
12:24:21.000,LMA,TRADE,b,7112,6.33,NASDAQ,864123,857009,7114,45018.96,1466646,1939001,2309223,2188690,45018.96,88686.64
12:24:56.000,LMA,TRADE,t,7112,6.33,NASDAQ,864123,864121,2,45018.96,1466646,1946113,2309223,2195802,45018.96,45018.96
12:25:35.000,LMA,TRADE,b,7112,6.33,NASDAQ,871235,864121,7114,45018.96,1473758,1946113,2316335,2195802,45018.96,45018.96
12:26:14.000,LMA,TRADE,b,7112,10.88,NYSE,878347,864121,14226,77378.56,849689,249689,2323447,2195802,77378.56,45018.96
12:26:42.000,LMA,TRADE,b,7112,10.88,NASDAQ,885459,864121,21338,77378.56,1480870,1946113,2330559,2195802,77378.56,45018.96
12:27:40.000,LMA,TRADE,t,7112,10.89,NASDAQ,885459,871233,14226,77449.68,1480870,1953225,2330559,2202914,77378.56,77449.68
12:28:13.000,LMA,TRADE,t,7112,10.89,NASDAQ,885459,878345,7114,77449.68,1480870,1960337,2330559,2210026,77378.56,77449.68
12:28:47.000,LMA,TRADE,t,7112,6.33,NASDAQ,885459,885457,2,45018.96,1480870,1967449,2330559,2217138,77378.56,45018.96
12:28:56.000,LMA,TRADE,t,7112,10.90,NASDAQ,885459,892569,-7110,77520.8,1480870,1974561,2330559,2224250,77378.56,77520.8
12:29:20.000,LMA,TRADE,t,14224,10.90,NYSE,885459,906793,-21334,155041.6,849689,263913,2330559,2238474,77378.56,155041.6
12:29:38.000,LMA,TRADE,t,7112,10.90,NYSE,885459,913905,-28446,77520.8,849689,271025,2330559,2245586,77378.56,77520.8
12:30:06.000,LMA,TRADE,t,7112,10.90,NASDAQ,885459,921017,-35558,77520.8,1480870,1981673,2330559,2252698,77378.56,77520.8
12:30:15.000,LMA,TRADE,t,14224,10.90,NYSE,885459,935241,-49782,155041.6,849689,285249,2330559,2266922,77378.56,155041.6
12:30:43.000,LMA,TRADE,t,7112,10.89,NASDAQ,885459,942353,-56894,77449.68,1480870,1988785,2330559,2274034,77378.56,77449.68
12:31:16.000,LMA,TRADE,b,7112,10.89,NASDAQ,892571,942353,-49782,77449.68,1487982,1988785,2337671,2274034,77449.68,77449.68
12:31:59.000,LMA,TRADE,t,7112,10.89,NASDAQ,892571,949465,-56894,77449.68,1487982,1995897,2337671,2281146,77449.68,77449.68
12:32:07.000,LMA,TRADE,b,14224,10.89,NASDAQ,906795,949465,-42670,154899.36,1502206,1995897,2351895,2281146,154899.36,77449.68
12:32:35.000,LMA,TRADE,b,7112,10.89,NASDAQ,913907,949465,-35558,77449.68,1509318,1995897,2359007,2281146,77449.68,77449.68
12:33:29.000,LMA,TRADE,b,14224,10.89,NASDAQ,928131,949465,-21334,154899.36,1523542,1995897,2373231,2281146,154899.36,77449.68
12:33:41.000,LMA,TRADE,b,7112,10.89,NASDAQ,935243,949465,-14222,77449.68,1530654,1995897,2380343,2281146,77449.68,77449.68
12:34:01.000,LMA,TRADE,b,7112,10.89,NASDAQ,942355,949465,-7110,77449.68,1537766,1995897,2387455,2281146,77449.68,77449.68
12:34:08.000,LMA,TRADE,b,7112,10.89,NASDAQ,949467,949465,2,77449.68,1544878,1995897,2394567,2281146,77449.68,77449.68
12:34:50.000,LMA,TRADE,t,7112,6.95,NASDAQ,949467,956577,-7110,49428.4,1544878,2003009,2394567,2288258,77449.68,49428.4
12:35:02.000,LMA,TRADE,b,7112,6.94,NASDAQ,956579,956577,2,49357.28,1551990,2003009,2401679,2288258,49357.28,49428.4
12:35:07.000,LMA,TRADE,t,7112,10.09,NYSE,956579,963689,-7110,71760.08,849689,292361,2401679,2295370,49357.28,71760.08
12:36:07.000,LMA,TRADE,b,7112,10.09,NASDAQ,963691,963689,2,71760.08,1559102,2003009,2408791,2295370,71760.08,71760.08
12:36:37.000,LMA,TRADE,b,7112,5.26,NYSE,970803,963689,7114,37409.12,856801,292361,2415903,2295370,37409.12,71760.08
12:37:08.000,LMA,TRADE,t,7112,5.26,NASDAQ,970803,970801,2,37409.12,1559102,2010121,2415903,2302482,37409.12,37409.12
12:37:23.000,LMA,TRADE,t,7112,10.09,NYSE,970803,977913,-7110,71760.08,856801,299473,2415903,2309594,37409.12,71760.08
12:37:32.000,LMA,TRADE,t,7112,10.09,NYSE,970803,985025,-14222,71760.08,856801,306585,2415903,2316706,37409.12,71760.08
12:38:24.000,LMA,TRADE,b,7112,10.09,NASDAQ,977915,985025,-7110,71760.08,1566214,2010121,2423015,2316706,71760.08,71760.08
12:39:23.000,LMA,TRADE,b,7112,10.09,NASDAQ,985027,985025,2,71760.08,1573326,2010121,2430127,2316706,71760.08,71760.08
12:40:00.000,LMA,TRADE,t,7112,10.32,NYSE,985027,992137,-7110,73395.84,856801,313697,2430127,2323818,71760.08,73395.84
12:40:04.000,LMA,TRADE,b,7112,10.32,NASDAQ,992139,992137,2,73395.84,1580438,2010121,2437239,2323818,73395.84,73395.84
12:40:40.000,LMA,TRADE,t,7112,10.32,NASDAQ,992139,999249,-7110,73395.84,1580438,2017233,2437239,2330930,73395.84,73395.84
12:41:16.000,LMA,TRADE,t,7112,10.32,NASDAQ,992139,1006361,-14222,73395.84,1580438,2024345,2437239,2338042,73395.84,73395.84
12:41:42.000,LMA,TRADE,b,7112,10.32,NASDAQ,999251,1006361,-7110,73395.84,1587550,2024345,2444351,2338042,73395.84,73395.84
12:42:21.000,LMA,TRADE,b,7112,10.32,NASDAQ,1006363,1006361,2,73395.84,1594662,2024345,2451463,2338042,73395.84,73395.84
12:42:51.000,LMA,TRADE,t,6472,10.32,NASDAQ,1006363,1012833,-6470,66791.04,1594662,2030817,2451463,2344514,73395.84,66791.04
12:43:20.000,LMA,TRADE,b,6472,10.32,NYSE,1012835,1012833,2,66791.04,863273,313697,2457935,2344514,66791.04,66791.04
12:43:41.000,LMA,TRADE,b,14224,9.49,NASDAQ,1027059,1012833,14226,134985.76,1608886,2030817,2472159,2344514,134985.76,66791.04
12:44:37.000,LMA,TRADE,t,14224,9.49,NASDAQ,1027059,1027057,2,134985.76,1608886,2045041,2472159,2358738,134985.76,134985.76
12:44:53.000,LMA,TRADE,t,7112,6.18,NYSE,1027059,1034169,-7110,43952.16,863273,320809,2472159,2365850,134985.76,43952.16
12:45:21.000,LMA,TRADE,t,7112,6.18,NYSE,1027059,1041281,-14222,43952.16,863273,327921,2472159,2372962,134985.76,43952.16
12:45:35.000,LMA,TRADE,t,21336,6.18,NYSE,1027059,1062617,-35558,131856.48,863273,349257,2472159,2394298,134985.76,131856.48
12:45:51.000,LMA,TRADE,t,7112,6.18,NYSE,1027059,1069729,-42670,43952.16,863273,356369,2472159,2401410,134985.76,43952.16
12:45:52.000,LMA,TRADE,t,7112,6.18,NYSE,1027059,1076841,-49782,43952.16,863273,363481,2472159,2408522,134985.76,43952.16
12:46:31.000,LMA,TRADE,b,7112,6.18,NASDAQ,1034171,1076841,-42670,43952.16,1615998,2045041,2479271,2408522,43952.16,43952.16
12:46:46.000,LMA,TRADE,t,7112,6.18,NYSE,1034171,1083953,-49782,43952.16,863273,370593,2479271,2415634,43952.16,43952.16
12:47:44.000,LMA,TRADE,b,7112,6.18,NASDAQ,1041283,1083953,-42670,43952.16,1623110,2045041,2486383,2415634,43952.16,43952.16
12:48:36.000,LMA,TRADE,b,7112,6.18,NASDAQ,1048395,1083953,-35558,43952.16,1630222,2045041,2493495,2415634,43952.16,43952.16
